,emotion,tweet
2430,joy, oneplus6t  photographers_of_india  shutterhubindia  shuttersofindia  phonephotography  india_gram  IncredibleIndia  PicOfTheDay  bloom  hopeforthebest  indianshutterbugs  mumbai  mumbaidiaries  happiness  Unlock1  pic twitter com e0sl6slAjW
2431,joy,Mumbai  BEST buses to operate on feeder routes  somitsenTOI  Unlock1  Mumbai  https   timesofindia indiatimes com city mumbai mumbai best buses to operate on feeder routes articleshow 76378349 cms  
2432,disgust,Mumbai  Railways resume suburban train services for essential staff   Unlock1  https   timesofindia indiatimes com city mumbai mumbai railways resume suburban trains services for essential staff articleshow 76378853 cms  
2433,joy,Watch   Some local trains in Mumbai begin operations for essential staff from today    Read more here   https   www ndtv com mumbai news coronavirus mumbai local trains to run for those in essential services from today 2246267    Unlock1  pic twitter com v7q60lA0By
2434,sadness, Covid_19  coronavirus  Mumbai  June9  MaharashtraFightsCorona  IndiaFightsCOVID19  NewDelhi  Breaking_News  Lockdown5  Unlock1  Lockdownextention pic twitter com LGahL5fzU4
2435,sadness,Mumbai  coronavirus updates  14 06 2020  MissionBeginAgain  Unlock1    758  Suspected Positive   1395 Total positive patients    79 deaths     1039 discharged today    2190  deaths in the city since 25 01 2020  Recovery rate 46  Tests till 13 June 2 57 274 Tests on 13th 4540  pic twitter com XfhC0hAHk7
2436,joy,A map prepared by CSIR NEERI  Mumbai showing  COVIDー19 cases in Maharashtra   14th June 2020    coronavirus  MaharashtraFightsCorona  MedicalMaharashtra  MEDD  coronaupdatesindia  UnlockingIndia  Unlock1  MumbaiFightsCovid19  StayHomeStaySafeSaveLives  COVID19India  unlockindia pic twitter com kba8nE9koO
2437,joy,A map prepared by CSIR NEERI  Mumbai showing  COVIDー19 cases in India   14th June 2020    coronavirus  MaharashtraFightsCorona  MedicalMaharashtra  MEDD  coronaupdatesindia  UnlockingIndia  Unlock1  MumbaiFightsCovid19  StayHomeStaySafeSaveLives  COVID19India  UnlockIndia pic twitter com 7dEF7wEKjY
2438,joy,Clear Do s   Don ts are needed for  IndiaFightsCorona     IndiaFightsCOVID19  Delhi  mumbai  Pune  Bengaluru  Chennai  Modi  chembur  COVID19India  Thane  UP  CoronavirusIndia  Indian  Maharashtra  Unlock1  LockdownFailed  Gujarat  Lockdown5  ICMR  IndiaFightsCoronavirus   pic twitter com vJuuvTJCmk
2439,anger,Contemplating another lockdown in this week    it will be a total shut  especially for Delhi   Mumbai    Chances of HM taking charge of Delhi    Lockdown5  Delhi  Mumbai  lockdownextension  Unlock1  COVIDIDIOTS
2440,sadness,Indian people just remember   During this pandemic period   No religion institution temples have came forward to help  even though that could have been financial   Mind you  they have thousand of crores   ample of golds   Unlock1  Maharashtra  coronavirus  Mumbai  SundayThoughts
2441,anger,Mumbai Local Trains Update  म  बई उपनगर य ल कल ट र न प न ह  स र  ह ण र  मध य र ल व  तर फ  द ण य त आल   ह   स पष ट करण  https   marathi latestly com maharashtra mumbai local trains to start service again central railway gives explanation over constant discussion check tweet 142004 html    Mumbailocal  Central_Railway  drmmumbaicr  ShivajiIRTS  Mumbai  UNLOCK1  m_indicator  MumRail
2442,joy, Once Upon A Time In Mumbai  ContestAlert  film  movie  movies  bollywoodmovies  bollywood  meme  contestalert  giveaway  Unlock1  vyaparappcontest  2020goals  VyaparApp       L  rjanardhan  iwasbornhot  Godisgreat001  s4success2win  prashantjm786
2443,sadness,My attitude is that if you push me towards something that you think is a weakness  then I will turn that discern weakness into a strength     bepositive  lifestyle  rohitmehta  rohitmehtaactor  unlock1   Mumbai    https   www instagram com p CBYl LspP4N  igshid 1qmlehut62awj  
2444,sadness,Stop  just stop following idiotic news which shows number of cases increasing  total number of cases etc  Let s not discuss even if we know  Wear your masks   keep your distance   let s work hard to get busy   get going   Covid19  Mumbai  Unlock1  Unleash  hustle
2445,sadness,Mumbai  coronavirus updates  13 06 2020  MissionBeginAgain  Unlock1    788  Suspected Positive   1383 Total positive patients    69 deaths     795 discharged today    2111  deaths in the city since 25 01 2020  pic twitter com hf0OKnJkEz
2446,disgust, Mumbai  Bollywood  Unlock1  ম খ  ম স ক  আনলক ওয  ন  র স ত য  দ খ  গ ল ক ন ক ন বল  স ল বক    https   bengali abplive com photo gallery bollywood celebrities are roaming around in mumbai see pictues 704520 image1  
2447,disgust, StayHomeStaySafe  Unlock1  Mumbai  https   twitter com sanjayips89 status 1271725569399353344  
2448,joy,WARD wise Coronavirus positive cases   discharged   active cases details   mybmcWardRN  highest growth rate of 7   868 against 811 cases    Mumbai  MumbaiFightsCovid19  Unlock1  pic twitter com xr4xKDpfGc
2449,joy,Gulabo Sitabo Movie Review By IBS  India Business Story    https   indiabusinessstory com gulabo sitabo movie review by ibs india business story     GulaboSitabo  MovieReview  MediaReport  Bollywood  Actor  Mumbai  Coronavirus  lockdown  Unlock1  India  PmModi  OTTPlatform  AmazonPrimeVideo  AmitabhBachchan  AyushmannKhurrana  JuhiChaturvedi pic twitter com AEZtMoPcH1
2450,disgust,Fans want to see Ajay s film Bhuj in theatres    https   indiabusinessstory com fans want to see ajays film bhuj in theatres     AjayFilmBhujInTheatres  India  Coronavirus  Lockdown  Unlock1  Bollywood  Moview  Mumbai  Actor  SalmanKhan  Bhuj  AjayDevgn  OTTPlatform  AmazonPrimeVideo  Fans  Singham  Twitter  1971IndoPakistanWar  film pic twitter com ZJPQMUiAkl
2451,joy,A map prepared by CSIR NEERI  Mumbai showing  COVIDー19 cases in Maharashtra   13th June 2020    coronavirus  MaharashtraFightsCorona  MedicalMaharashtra  MEDD  coronaupdatesindia  UnlockingIndia  Unlock1  MumbaiFightsCovid19  StayHomeStaySafeSaveLives  COVID19India  unlockindia pic twitter com TBjbdZB6PO
2452,disgust,For more information call  897043 7043 Or simply log on to   http   www lottery veenasamrajya com   VeenaDevelopers  VeenaSamrajya  RealEstate  Property  DreamHome  AffordableHomes  Palghar  StaySafe  Properties  Mumbai  BookNow  Unlock1  Homes  Infrastructure  Amenities  KhudKaGhar
2453,joy,A map prepared by CSIR NEERI  Mumbai showing  COVIDー19 cases in India   13th June 2020    coronavirus  MaharashtraFightsCorona  MedicalMaharashtra  MEDD  coronaupdatesindia  UnlockingIndia  Unlock1  MumbaiFightsCovid19  StayHomeStaySafeSaveLives  COVID19India  UnlockIndia pic twitter com M9ShGKRo4k
2454,joy, 76  UnseenPhotos MUMBAI    The cases are raising day by day after  unlock1 Yesterday Around 12k Cases which is Highest in a Single day  Please do not Gather anywhere  Maintain Social Distancing  Wear Mask and follow   https   www instagram com p CBXQBIQnZRB  igshid 711qpm0eux9n  
2455,sadness,When does parliament open again  Asking because we re opening everything else up  I m hoping parliament will also open up for business    Unlock1  coronavirus  CommunitySpread  SaturdayThoughts  mumbai  Delhi
2456,joy,ल पट प  म ब इल  ट ब आण  ग ह पय ग  उपकरण  स ठ  र  ग      Lockdown5  Unlock1  Mumbai  https   www loksatta com mumbai news consciousness in the market for electronic goods abn 97 2186081   
2457,disgust,म  बईत ल कड उन आण  प ल स क रव ईह  श थ ल  https   maharashtratimes com maharashtra mumbai news lockdown and police action are also relaxed articleshow 76345946 cms    Unlock1  Mumbai
2458,joy,The same Sky has different Shades everyday  So does life    Shades of  Sky  unlock  unlock1  Mumbai  MumbaiLockdown  MumbaiUnlock  maibhisadakchap  mobilephotography  instamumbai  Shades  ShadesofSky  Sun  Sunset   https   www instagram com p CBV8og0HIKa  igshid uxeuqfbk70vn  
2459,sadness,Mumbai  coronavirus updates  12 06 2020  MissionBeginAgain  Unlock1    805   Suspected Positive   1372 Total positive patients    90 deaths     943  discharged today    2042  deaths in the city since 25 01 2020  pic twitter com msbo5vgwRx
2460,joy,Unlock 1 0      marinedrive  mumbai  india  instagram  maharashtra  photography  sea  ig  mumbaikar  bombay  bandra  unlock1  mumbaimerijaan  churchgate  marinedrivemumbai  love  mumbailove  ilovemumbai   https   www instagram com p CBVyg RA2EX  igshid toj1sz7ktzf8  
2461,anger,Hi there   How s the  unlock1 going for you  For me  things are the same like in lockdown  except getting some deliveries now but downstairs  No one is allowed inside the building yet  I think Mumbai will take 2 3 additional months to unlock  once wh   https   instagr am p CBVqrw2D0 W   pic twitter com zXQciyFCF9
2462,anger,Claim  Media reported that Maharashtra will have another lockdown   Truth  CM Uddhav Thackrey  clarified no intention of another lockdown and asked People to stay safe and take care   FactoFactCheck  Mumbai  Unlock1  pic twitter com L3DfVfissL
2463,joy,A map prepared by CSIR NEERI  Mumbai showing  COVIDー19 cases in Maharashtra   12th June 2020    coronavirus  MaharashtraFightsCorona  MedicalMaharashtra  MEDD  coronaupdatesindia  UnlockingIndia  Unlock1  MumbaiFightsCovid19  StayHomeStaySafeSaveLives  COVID19India  UnlockIndia pic twitter com w1baP5jl6a
2464,sadness,So we really needed this  at this time of crisis   Retweet   mumbailockdown  Mumbai  MumbaiPolice  lockdownextension  Unlock1  unlock2  Mahabharata pic twitter com ZJOKv4phaH
2465,joy,A map prepared by CSIR NEERI  Mumbai showing  COVIDー19 cases in India   12th June 2020    coronavirus  MaharashtraFightsCorona  MedicalMaharashtra  MEDD  coronaupdatesindia  UnlockingIndia  Unlock1  MumbaiFightsCovid19  StayHomeStaySafeSaveLives  COVID19India  UnlockIndia pic twitter com mGhafUuu9T
2466,joy,Shakti Kapoor reveals he won t allow Shraddha Kapoor and Siddhanth Kapoor to resume work      shaktikapoor  shraddhakapoor  siddhanthkapoor  shraddhakapoorfans  coronavirus  lockdown  covid19  actress  bollywood  unlock1  mumbai  ekdumviral pic twitter com 1xdZa1rl7i
2467,anger, lockdown is lifted not because it s safe but our economy needs it    StayHomeStaySafe take it seriously  unlock1  mumbai
2468,joy,Why is Hill Population Less Effected From COVID 19  By Binny Yadav  Click Here To See Full Article   https   www asiannewsmakers com why is hill population less effected from covid 19 by binny yadav     HillPopulationLessEffectedFromCOVID19  India  Population  Delhi  BinnyYadav  MostTrendingNews  Mumbai  Coronavirus  Lockdown  Unlock1  PmModi  USA  China pic twitter com SZWxrzssdJ
2469,disgust,Mumbai shop are open amid staff shortage  owners say hardly any customers  https   www ndtv com mumbai news mumbai shop are open amid staff shortage owners say hardly any customers 2245197    Unlock1  pic twitter com FI3zJ58WFo
2470,anger,We can t blame every time on government    we should also take some responsibility their own    Here in  Malad back road side already couple s seance started     Bandra  andheri  Unlock1  public  Mumbai  coronavirus
2471,joy,the way i love myself  do u also love me         love  care  hope  together  beauty  Unlock1  sobo  Mumbai  India  anahitakapoor pic twitter com a7Z4hAzk1x
2472,joy,Finally  trains must start in Mumbai   Unlock1  https   twitter com THMumbai status 1271379817905045504  
2473,disgust,As India reopens under  Unlock1  Coronavirus infection continue to soar in big cities including  Delhi   Mumbai  Businesses like salons adapt to  new normal    COVID19India  coronavirus  james_oaten  abcnews Do Watch     https   youtu be 6oEVVgl9Kg4  pic twitter com g44GTcBLjY
2474,joy,Life before and after  Unlock1  More people were out on the streets and traffic snarls made a comeback  This combination picture shows Mumbai s Marine Drive before and after lockdown   pic twitter com gvgCCq2Xtz
2475,joy,Mumbai police to patrol Marine Drive on  segways in order to boost social distancing among people and reduce the spread of  Coronavirus  Mumbaionlockdown  Unlock1  Watch   https   bit ly 37lReVk  pic twitter com 1WJzUqdwPi
2476,sadness, Unlock1 Has Drowned Mumbai    CM  OfficeofUT Is A Big Time Failure 
2477,sadness,What is  HomeQuarantine    Mumbai  Delhi  Lucknow  Chennai  Bengaluru  Indore  India  Rajasthan  haryana  Indians  lockdownindia    Unlock1  Modi  Mumbaikar  Pune  TamilNadu  Jaipur  Kolkata  UP  Ahmedabad  Gujarat  Maharashtra  thane  Indian  chembur  navimumbai  Gurgaon pic twitter com hTFHSL5FlN
2478,disgust,ब स टच य  क वळ द न व श ष बसग डय    गर द च य  व ळ  धक क ब क      Unlock1  Mumbai  BestBus https   www loksatta com mumbai news female passengers facing problems in best buses zws 70 2185245   
2479,sadness,The response of the citizens of Delhi and Mumbai after  Unlock1 is enough to understand why the situation is worsening so fast in these two metro cities   The most idiotic  senseless people are found in these cities and the blame goes to poor labourers for this    RelockDelhi
2480,disgust,Mumbai Police at their best    socialdistancing  Unlock1  queensnecklace  marinedrive https   twitter com MumbaiMirror status 1271079652014952449  
2481,anger,3607 patients in Mumbai in last 24 hours  STOP    public transport buses   STOP all kind of staff rushing to offices    Ask shopkeepeers to ensure customers observe social distancing   ACT  It should be RELEASE and BREAK  Not just RASH ACCELERATION   COVID19  Unlock1  OfficeofUT
2482,joy,  ह    अभ न त  च न स न य ल ह  ब र डरवर न प ठवण र घर   त य च य वर सर वत र ह त आह  क त क च  वर ष व    Sakal  SakalNews  viral  SakalMedia  news  Mumbai  India  MarathiNews  Maharashtra  Unlock1  SonuSood  China  border  Twitter https   www esakal com manoranjan sonu sood give funny reply india china border tweet user 305912  
2483,sadness,Mumbai  coronavirus updates  11 06 2020  MissionBeginAgain  Unlock1    731 Suspected Positive   1540 Total positive patients    97  deaths     516 discharged today   1952 deaths in the city since 25 01 2020  97  includes 43 old deaths   pic twitter com BvBUee4Cmz
2484,joy,watch new vlog   CRICKET MATCH AT VERSOVA BEACH     DAY 81  https   youtu be pNm8w2H70LA  via  YouTube  verosva  mumbai  Beach  Unlock1  UnlockIndia  unlockingindia  LockdownExtended
2485,anger,And their styles are highly irritating  I cannot tolerate them for more than 2 minutes      Amul  chinaindiaborder  dailybriefings  KeralaElephantMurder  KanganaRanaut  Lockdown5  Mumbai  Unlock1  VijayMallya  Whitelifematters https   twitter com R_P_Khare status 1271017127890186240  
