,index,labels,tweet
16474,26306,happiness, i will take lots of pics it is really pretty there lots of palm trees
16475,26307,love, hey barb i love the line in your biowithout health nothing mattersso dead on
16476,26309,happiness,im an incredibly happy person with  energy love to dance  laughthe only thing that i knowim one of the most down to earth ppl
16477,26310,love,i love my daddy dads are so under appreciated by their daughters these days  not mine
16478,26312,love, youre welcome
16479,26313,happiness,today was the best  eff yeah i  
16480,26314,love,  jane austens books    pride and prejudice  emma are great also  northanger abbey
16481,26315,love,smiley absolves all
16482,26316,worry, woo i was at whole earth tonight maybe tomorrow some let me know if you come back yay for wikipedia
16483,26317,love, hey sam happy mothers day
16484,26318,happiness, amazing tonight glad i could share it with you baby you are my sunshine
16485,26319,love, pretty soon gonna have to unfollow myself from words to cut the quickly growing habit  but i do love the challenge
16486,26320,love, cause its true it would hahaha i love you
16487,26321,love, loll im a college girlbahahah i love these blogs theyre so funny
16488,26323,neutral,tired goodnight everyone
16489,26326,neutral, aw thats cute
16490,26327,love,   thanks for the love yallmy tweeps    fa sho
16491,26328,neutral,rofl i love you too trina
16492,26330,neutral,eating some dark chocolate peanut mms
16493,26331,love,enjoying my weekend with my sis  
16494,26333,love,why did i drive and how did i make it ahh margaritas are the best
16495,26336,happiness, its ok  ill have reached  tweets and be in dreamland by then so have a good sleep talk later
16496,26337,love,he was interestingand brilliantand mysteriousand perfectand beautifuland possibly able to lift fullsized vans with one hand
16497,26338,happiness,writersblock yep one drink   block party is keeping me up
16498,26339,neutral, they being the husband or the girl
16499,26340,love,tigers woo youre my baby omfg cleveland was a blast sleeping
16500,26341,sadness,imintheroom imwatchingthehannahmoviewithmomshesaidthisfilmverygreat
16501,26342,love,classic snl digital short tonight be my mother lover  ha ha too good
16502,26343,happiness,welcome to the family new pillow  im going to lay my head on you tonight
16503,26345,love, ha i look at twitter games as harmless fun despite being author of twitter book i try to talk about other stuff
16504,26348,happiness, yup us too spending time with mom sis and aunt  have a great mothers day
16505,26349,love, love you walking us through this event so fun blue water surplus of donuts what a great night
16506,26351,sadness,my legs are so  sore and my feet hurt to walk whataday
16507,26352,love,bed church in the morning happy mothers day
16508,26353,happiness,tired from work i hate closing eek but all smiles today aloha kitchen yum
16509,26354,worry,havin fun my friend
16510,26357,happiness,having brolights with gsoll  cheers  httptwitpiccomwjrs
16511,26359,worry,its mothers day
16512,26360,neutral, then your gaaay
16513,26361,neutral,practicing vocal warm ups and breathing methods i should do this the right way
16514,26362,love,guess it was too much to hope for me to have a nice relaxing mothers day happy mothers day mommies
16515,26363,love,we broke  followers yay  we love you all 
16516,26364,love,i think you are super cute
16517,26365,happiness, thanx sorry not trying to rub it in i just get excited been working hard to make that dream come true for awhile
16518,26366,love, yeah but george says something with his words otherwise its just jiberish junk love joyhappy ahh see how nice
16519,26367,worry, angels even though im probably not the third angels and demons
16520,26368,love,id like to thank my normally only randomly working internet for actually staying up from the moment i sew the tweet until now
16521,26369,neutral,that post was for 
16522,26371,happiness,just got home from staceys lovely wedding
16523,26372,love,happy mothers day moms  take a load of for at least a day
16524,26376,happiness, thanks  sweet dreams to you too
16525,26377,happiness, it was put on by our neighborhood so just a little one like  runners i got st place with an okay time i was happy
16526,26378,neutral, the president was funnier
16527,26379,worry,happy mothers day  httpbitlyfgxd
16528,26383,happiness,my life is so exhilerating  family kingdom is such a good summer sport and so is swimming in the ocean at night with kristin
16529,26384,love,loves summer and dont forget people tomorrow is mothers day
16530,26385,love,with rooobbbbbiiieeeee
16531,26386,happiness,had a great day
16532,26387,happiness, im a little late but congratulations on your st tri its a great accomplishmentgood night
16533,26388,neutral, awww you like anne curtis too tho rite its her soap thats gonna replace it
16534,26389,happiness, we got a guy in the chat now lol
16535,26390,worry, i just watched that episode again last night
16536,26391,worry, ah sorry to hear that just saw pic of chi and looks cool  i got beagle and oripei
16537,26392,love, ps love the new profile pic
16538,26393,love,queen like it
16539,26394,neutral, that is why i drive a teeny tiny honda civic  httpmylocmefry
16540,26395,happiness, ok so im replying  happy mothers day indeed
16541,26396,happiness,amichael hey thanks for another great day im going to sleep now ill chat with you tomorrow  sweet dreams
16542,26398,sadness, oopstoo late  already popped in bridges since i missed most of it on tv   i  blair  jo too
16543,26399,love,  i love that show i would totally go on time bandit deadliestcatch tpglove ocean crab legs suspense
16544,26400,neutral,errbody please check out httpmscaseycarterblogspotcom id appreciate it a bunch
16545,26401,happiness,probably one of the best surprises everyou really are amazing
16546,26402,worry, something like that happened to me once we closed the side door too hard and the engine locked up
16547,26404,love,i just received a mothers day card from my lovely daughter wishing my a happy mothers day  httptrimkwk
16548,26406,neutral, oh i like this idea
16549,26407,happiness, me toooooo thank u
16550,26409,happiness, agreed  it did take me a little while to find my way on stocktwits but once i did i cant imagine working wo it
16551,26410,happiness, thanx for the bday wishes ray
16552,26416,neutral,with 
16553,26418,neutral,youve got to read it downwards for it to make sense
16554,26420,happiness, did he ask for your twitter id your sun sign
16555,26421,love,thank god we finally found her
16556,26422,happiness,oh northern downpour was just on the radio i mean not from the cd or anything but the normal radio station woohoo
16557,26423,love,now have windows  up and runningvery very happy  its got sum wicked new features httpbitlyjywnz
16558,26425,sadness,thanks so much for the discount code looking forward to trying your pads out
16559,26427,love,happy mothers day mumm  xoxo
16560,26428,neutral,chillin with kealie
16561,26429,neutral, lol you should buy your mummy flowers
16562,26431,happiness,won a diamond for my compï¿½tition   yaayy tomorow its the diamond dance off  were the best   still in montrï¿½al 
16563,26432,happiness,happy mothers day to all the wonderful mothers in the world myself included
16564,26435,love,happy mothers day justin timberlakes version a mothers day gift httpbitlyfgxd   too funny
16565,26436,neutral,im totally going to bed right now
16566,26438,happiness, nai nai baby haha i didnt know that you have twitter but oh well
16567,26439,neutral, could be
16568,26440,love,wishes happy mothers day
